Unidade Orçamentária;;UG Executora;;PT;Ação Governo;;Plano Orçamentário;;PTRES;PI;;Fonte SOF;Fonte Recursos;Esfera Orçamentária;;Categoria Econômica Despesa;;Grupo Despesa;;Elemento Despesa;;Natureza Despesa;;Natureza Despesa Detalhada;;Tipo NE CCor;;Modalidade Licitação NE CCor;;Inciso NE CCor;Dia Emissão NE CCor;Mês Emissão NE CCor;Ano Emissão NE CCor;Nota Empenho CCor;Núm. Processo NE CCor;Doc - Observação;Favorecido NE CCor;;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS INSCRITAS EM RPNP (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PROCESSADOS INSCRITOS;RESTOS A PAGAR PROCESSADOS PAGOS;RESTOS A PAGAR PROCESSADOS A PAGAR;RESTOS A PAGAR NAO PROCESSADOS INSCRITOS;RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS;RESTOS A PAGAR NAO PROCESSADOS CANCELADOS;RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS;RESTOS A PAGAR NAO PROCESSADOS PAGOS;RESTOS A PAGAR NAO PROCESSADOS A PAGAR;LIQUIDACOES TOTAIS (EXERCICIO E RPNP);PAGAMENTOS TOTAIS (EXERCICIO E RAP)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;27/10/2016;OUT/2016;2016;070025000012016NE000461;00078491320166078100;PGTO NFS 5715 E 5716. FORNECIMENTO, INSTALACAO, DESINSTALACAO E REMANEJAMENTO DE DIVISORIAS. RET. IMP. FED. SOBRE MATERIAL 5,85 (R$ 60.151,51), SOBRE SERVICOS 9,45 (R$ 10.349,64), INSS 11,00 (R$ 12.047,20). PA 7849-13.2016.;32918377000110;BRADIV INDUSTRIA E COMERCIO LTDA;0,00;109.520,00;;109.520,00;;;;;;;;;;109.520,00;109.520,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;27/10/2016;OUT/2016;2016;070025000012016NE000461;00078491320166078100;PGTO NFS 5715 E 5716. FORNECIMENTO, INSTALACAO, DESINSTALACAO E REMANEJAMENTO DE DIVISORIAS. RET. IMP. FED. SOBRE MATERIAL 5,85 (R$ 60.156,78), SOBRE SERVICOS 9,45 (R$ 10.349,64), INSS 11,00 (R$ 12.047,20). PA 7849-13.2016.;32918377000110;BRADIV INDUSTRIA E COMERCIO LTDA;0,00;109.520,00;;109.520,00;;;;;;;;;;109.520,00;109.520,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;27/10/2016;OUT/2016;2016;070025000012016NE000461;00078491320166078100;PGTO NFS 5729 E 5732. FORNECIMENTO, INSTALACAO, DESINSTALACAO E REMANEJAMENTO DE DIVISORIAS. RET. IMP. FED. SOBRE MATERIAL 5,85 (R$ 16.763,72), SOBRE SERVICOS 9,45 (R$ 172,94), INSS 11,00 (R$ 201,30). PA 7849-13.2016.;32918377000110;BRADIV INDUSTRIA E COMERCIO LTDA;0,00;17.510,00;;17.510,00;;;;;;;;;;17.510,00;17.510,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;27/10/2016;OUT/2016;2016;070025000012016NE000461;00078491320166078100;VALOR DA NF  ERRADO;32918377000110;BRADIV INDUSTRIA E COMERCIO LTDA;0,00;(109.520,00);;;;;;;;;;;;(109.520,00);
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;27/10/2016;OUT/2016;2016;070025000012016NE000461;00078491320166078100;VALOR ERRADO;32918377000110;BRADIV INDUSTRIA E COMERCIO LTDA;0,00;0,00;;(109.520,00);;;;;;;;;;0,00;(109.520,00)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;10/11/2016;NOV/2016;2016;070025000012016NE000566;00029723020166078100;16CT0043 - PRESTACAO DE SERVICOS DE PINTURA. CONFORME PREGAO PRESENCIAL Nº 01/2015 - TREDF. CONTRATO Nº 43/2016.;05559853000181;CASA DO CONSTRUTOR E CONSTRUTORA REALIZA EIRELI  - ME;314.980,00;;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;10/11/2016;NOV/2016;2016;070025000012016NE000566;00029723020166078100;16CT0043 - PRESTACAO DE SERVICOS DE PINTURA. CONFORME PREGAO PRESENCIAL Nº 01/2015 - TREDF. CONTRATO Nº 43/2016. TERMO ADITIVO Nº 01.;05559853000181;CASA DO CONSTRUTOR E CONSTRUTORA REALIZA EIRELI  - ME;78.744,96;;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;10/11/2016;NOV/2016;2016;070025000012016NE000566;00029723020166078100;PAGTO NF 121. SERVICO DE PINTURA. RETENCAO 5,85 IMP FED (R$ 19.995,16) E ISS 2,00 (R$ 6.835,95 ). PA 7580-71.2016.;05559853000181;CASA DO CONSTRUTOR E CONSTRUTORA REALIZA EIRELI  - ME;0,00;314.980,00;;288.148,89;;;;;;;;;;314.980,00;288.148,89
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;10/11/2016;NOV/2016;2016;070025000012016NE000566;00029723020166078100;PAGTO NF 122. SERVICO DE PINTURA. RETENCAO 5,85 IMP FED (R$ 6.571,76) E ISS 2,00 (R$ 2.246,75 ). PA 7580-71.2016.;05559853000181;CASA DO CONSTRUTOR E CONSTRUTORA REALIZA EIRELI  - ME;0,00;78.744,96;;78.744,96;;;;;;;;;;78.744,96;78.744,96
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;10/11/2016;NOV/2016;2016;070025000012016NE000566;00029723020166078100;PGTO NF 121. SERVICOS DE PINTURA. RETENCAO 5,85 IMP. FED (19.995,16) 5,00 ISS (R$ 6835,95). PA 7580-71.2016;05559853000181;CASA DO CONSTRUTOR E CONSTRUTORA REALIZA EIRELI  - ME;0,00;0,00;;26.831,11;;;;;;;;;;0,00;26.831,11
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;15/12/2016;DEZ/2016;2016;070025000012016NE000766;00029723020166078100;16CT0017 - PRESTACAO DE SERVICOS DE PINTURA, CONFORME O CONTRATO Nº 17/2016.  TERMO ADITIVO Nº 01.;05559853000181;CASA DO CONSTRUTOR E CONSTRUTORA REALIZA EIRELI  - ME;20.254,52;;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;5;GLOBAL;12;PREGAO;-8;15/12/2016;DEZ/2016;2016;070025000012016NE000766;00029723020166078100;PAGTO NF 122. SERVICO DE PINTURA. RETENCAO 5,85 IMP FED (R$ 6.571,76) E ISS 2,00 (R$ 2.246,75 ). PA 7580-71.2016.;05559853000181;CASA DO CONSTRUTOR E CONSTRUTORA REALIZA EIRELI  - ME;0,00;20.254,52;;20.254,52;;;;;;;;;;20.254,52;20.254,52
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903917;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;1;ORDINARIO;06;DISPENSA DE LICITACAO;01;30/11/2015;NOV/2015;2015;070025000012015NE000617;42324/15;NAO SE APLICA;10855572000106;CLIMATIZE AR CONDICIONADO EIRELI  - ME;;;;;;;;14.999,19;;;;;14.999,19;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903917;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;1;ORDINARIO;06;DISPENSA DE LICITACAO;01;30/11/2015;NOV/2015;2015;070025000012015NE000617;42324/15;PAGTO NF 140. SERVICOS DE INSTALACAO DE AR-CONDICIONADO NO TRE-DF E CARTORIOS. RETENCAO 6,84 ISS (R$ 1.025,94). PA 42324/2015.;10855572000106;CLIMATIZE AR CONDICIONADO EIRELI  - ME;;;;;;;;;;;14.999,19;14.999,19;(14.999,19);14.999,19;14.999,19
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903917;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;CONCESSAO DE SUPRIMENTO DE FUNDOS A SERVIDORA MARIA DALVA DE ALMEIDA. PA 4797-09.2016.6.07.8100.RECLASSIFICACAO DA DESPESA.;25922084372;MARIA DALVA DE ALMEIDA;400,00;400,00;;400,00;;;;;;;;;;400,00;400,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903919;MANUTENCAO E CONSERV. DE VEICULOS;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;22/09/2016;SET/2016;2016;070025000012016NE000385;00072914120166078100;CONCESSAO DE SUPRIMENTO DE FUNDOS A SERVIDORA MARIA DALVA DE ALMEIDA. PA 7291-41.2016.6.07.8100. RECLASSIFICACAO DA DESPESA.;25922084372;MARIA DALVA DE ALMEIDA;300,00;300,00;;300,00;;;;;;;;;;300,00;300,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903996;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;2016NECT - SUPRIMENTO DE FUNDOS - SERVICOS.;25922084372;MARIA DALVA DE ALMEIDA;4.000,00;;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903996;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;2016NECT - SUPRIMENTO DE FUNDOS - SERVICOS.                                   ANULACAO DO SALDO REMANESCENTE.;25922084372;MARIA DALVA DE ALMEIDA;(3.202,00);;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903996;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;ANULACAO DO SALDO REMANESCENTE DA NE 246/2016 - ESTORNO PARA ACERTO DO VALOR.;25922084372;MARIA DALVA DE ALMEIDA;798,00;;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903996;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;ANULACAO DO SALDO REMANESCENTE DA NE 246/2016, REFERENTE AO SUPRIMENTO DE     FUNDOS CONCEDIDO A SERVIDORA MARIA DALVA DE ALMEIDA.;25922084372;MARIA DALVA DE ALMEIDA;(798,00);;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903996;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;CONCESSAO DE SUPRIMENTO DE FUNDOS A SERVIDORA MARIA DALVA DE ALMEIDA. PA 4797-09.2016.6.07.8100;25922084372;MARIA DALVA DE ALMEIDA;0,00;4.000,00;;4.000,00;;;;;;;;;;4.000,00;4.000,00
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903996;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;CONCESSAO DE SUPRIMENTO DE FUNDOS A SERVIDORA MARIA DALVA DE ALMEIDA. PA 4797-09.2016.6.07.8100.RECLASSIFICACAO DA DESPESA.;25922084372;MARIA DALVA DE ALMEIDA;(798,00);(798,00);;(798,00);;;;;;;;;;(798,00);(798,00)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF MANPRE;MANUTENCAO PREDIAL;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903996;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;1;ORDINARIO;09;SUPRIMENTO DE FUNDOS;03;21/06/2016;JUN/2016;2016;070025000012016NE000246;00047970920166078100;DEVOLUCAO DO VALOR NAO UTILIZADO NO SUPRIMENTO DE FUNDOS, DA SERVIDORA MARIA DALVA DE ALMEIDA BARBOSA. PA SEI 47970920166078100.;25922084372;MARIA DALVA DE ALMEIDA;0,00;(3.202,00);;(3.202,00);;;;;;;;;;(3.202,00);(3.202,00)
