Unidade Orçamentária;;UG Executora;;PT;Ação Governo;;Plano Orçamentário;;PTRES;PI;;Fonte SOF;Fonte Recursos;Esfera Orçamentária;;Categoria Econômica Despesa;;Grupo Despesa;;Elemento Despesa;;Natureza Despesa;;Natureza Despesa Detalhada;;Tipo NE CCor;;Modalidade Licitação NE CCor;;Inciso NE CCor;Dia Emissão NE CCor;Mês Emissão NE CCor;Ano Emissão NE CCor;Nota Empenho CCor;Núm. Processo NE CCor;Doc - Observação;Favorecido NE CCor;;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS INSCRITAS EM RPNP (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PROCESSADOS REINSCRITOS;RESTOS A PAGAR PROCESSADOS A PAGAR;RESTOS A PAGAR NAO PROCESSADOS INSCRITOS;RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS;RESTOS A PAGAR NAO PROCESSADOS CANCELADOS;RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS;RESTOS A PAGAR NAO PROCESSADOS PAGOS;RESTOS A PAGAR NAO PROCESSADOS A PAGAR;LIQUIDACOES TOTAIS (EXERCICIO E RPNP);PAGAMENTOS TOTAIS (EXERCICIO E RAP)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;059566;AOSI TELEPR;TELEPROCESSAMENTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903997;COMUNICACAO DE DADOS;5;GLOBAL;12;PREGAO;-8;28/08/2014;AGO/2014;2014;070025000012014NE000643;32543/14;10CT0017 - PRESTACAO DE SERVICOS DE TELECOMUNICACAO,  DE ACORDO COM O CONTRATONº 17/2010 - TERMO ADITIVO Nº 05.                                             CANCELAMENTO DO SALDO REMANESCENTE INSCRITO EM RESTOS A PAGAR.;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S A EMBRATEL;;;;;;;;;5.893,30;;;(5.893,30);;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;059566;AOSI TELEPR;TELEPROCESSAMENTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903997;COMUNICACAO DE DADOS;5;GLOBAL;12;PREGAO;-8;28/08/2014;AGO/2014;2014;070025000012014NE000643;32543/14;14CT0027 - FORNECIMENTO DE INTERNET - CONTRATO Nº 27/2014.                    CANCELAMENTO DO SALDO REMANESCENTE INSCRITO EM RESTOS A PAGAR.;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S A EMBRATEL;;;;;;;;;5.893,30;;;(5.893,30);;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;059566;AOSI TELEPR;TELEPROCESSAMENTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903997;COMUNICACAO DE DADOS;5;GLOBAL;12;PREGAO;-8;28/08/2014;AGO/2014;2014;070025000012014NE000643;32543/14;ESTORNO DA NE 616/2017 - CANCELAMENTO DA NE 643/2014, PARA CORRECAO DO TEXTO  DA OBSERVACAO.;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S A EMBRATEL;;;;;;;;;(5.893,30);;;5.893,30;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;059566;AOSI TELEPR;TELEPROCESSAMENTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903997;COMUNICACAO DE DADOS;5;GLOBAL;12;PREGAO;-8;28/08/2014;AGO/2014;2014;070025000012014NE000643;32543/14;NAO SE APLICA;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S A EMBRATEL;;;;;;;;5.893,30;;;;5.893,30;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;14CT0003 - PRESTACAO DE SERVICOS DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO SANITARIO E SERVICOS AFINS, CONFORME CONTRATO Nº 03/2014.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;229.950,00;;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;14CT0003 - PRESTACAO DE SERVICOS DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO SANITARIO E SERVICOS AFINS, CONFORME CONTRATO Nº 03/2014. ANULACAO PARCIAL.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;(40.000,00);;;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;INEXISTENCIA DE AUTORIZACAO PARA PAGAMENTO POR PARTE DO                       ORDENADOR DE DESPESA E/OU GESTOR FINANCEIRO DA UNIDADE;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;0,00;;(6.896,80);;;;;;;;;0,00;(6.896,80)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;INSCRICAO DE EMPENHOS EM RESTOS A PAGAR NAO PROCESSADOS A LIQUIDAR E EM LIQUI-DACAO CONFORME INDICACAO DO ORDENADOR DE DESPESA, COM BASE NOS SALDOS DAS CON-TAS 89991.33.01 E 89991.33.03.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;;2.038,38;;;;;;;;;;;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, ABRIL/17. RETENCAO DE 1,00 CSLL (R$ 165,40),3,00 (R$ 496,19)E 0,65 PIS/PASEP (R$ 107,51). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;16.539,60;;16.539,60;;;;;;;;;16.539,60;16.539,60
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, AGOSTO E SETEMBRO/17. RETENCAO DE 1,00 CSLL (R$ 352,44), COFINS 3,00 (R$ 1.057,34) E 0,65 PIS/PASEP (R$ 229,09). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;0,00;;34.187,06;;;;;;;;;0,00;34.187,06
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, AGOSTO E SETEMBRO/17. RETENCAO DE 1,00 CSLL (R$ 352,44),COFINS 3,00 (R$ 1.057,34)E 0,65 PIS/PASEP (R$ 229,09). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;35.244,40;;;;;;;;;;;35.244,40;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, DEZ/16 E JAN/17. RETENCAO DE 1,00 CSLL (R$ 86,34),3,00 (R$ 259,00)E 0,65 PIS/PASEP (R$ 56,12). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;6.896,80;;13.793,60;;;;;;;;;6.896,80;13.793,60
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, FEVEREIRO/17. RETENCAO DE 1,00 CSLL (R$ 133,37),3,00 (R$ 400,11)E 0,65 PIS/PASEP (R$ 86,69). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;13.336,88;;13.336,88;;;;;;;;;13.336,88;13.336,88
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, JULHO/17. RETENCAO DE 1,00 CSLL (R$ 145,99),3,00 (R$ 437,97)E 0,65 PIS/PASEP (R$ 94,89). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;14.599,12;;15.561,57;;;;;;;;;14.599,12;15.561,57
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, JULHO/17. RETENCAO DE 1,00 CSLL (R$ 145,99),3,00 (R$ 437,97)E 0,65 PIS/PASEP (R$ 94,89). PA 181-88.2016..;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;0,00;;94,89;;;;;;;;;0,00;94,89
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, JULHO/17. RETENCAO DE 1,00 CSLL (R$ 183,86),3,00 (R$ 551,58)E 0,65 PIS/PASEP (R$ 119,51). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;18.386,08;;18.386,08;;;;;;;;;18.386,08;18.386,08
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, JUNHO/17. RETENCAO DE 1,00 CSLL (R$ 159,51),3,00 (R$ 478,52)E 0,65 PIS/PASEP (R$ 103,68). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;15.950,52;;15.950,52;;;;;;;;;15.950,52;15.950,52
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, MAIO/17. RETENCAO DE 1,00 CSLL (R$ 128,94),3,00 (R$ 386,81)E 0,65 PIS/PASEP (R$ 83,81). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;12.893,76;;12.893,76;;;;;;;;;12.893,76;12.893,76
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DA FATURA 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, OUTUBRO/17. RETENCAO DE 1,00 CSLL (R$ 183,35),COFINS 3,00 (R$ 550,05)E 0,65 PIS/PASEP (R$ 119,18). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;18.334,86;;18.334,86;;;;;;;;;18.334,86;18.334,86
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVICOS DE TERCEIROS PJ - OP.INT.ORC.;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33903944;SERVICOS DE AGUA E ESGOTO;3;ESTIMATIVO;07;INEXIGIBILIDADE;CP;25/01/2017;JAN/2017;2017;070025000012017NE000067;00001540820166078100;PAGTO DAS FATURAS 1263/1. FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO, NOVEMBRO E DEZEMBRO/2017. RETENCAO DE 1,00 CSLL (R$ 357,30),COFINS 3,00 (R$ 1.071,89) E 0,65 PIS/PASEP (R$ 232,24). PA 181-88.2016.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;0,00;35.729,60;;35.729,60;;;;;;;;;35.729,60;35.729,60
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020GP0053;20GP;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA NA JUSTICA ELEI;0001;JULGAMENTO DE CAUSAS E GESTAO ADMINISTRATIVA;084782;AIEF AGUA;SERVICOS DE AGUA E ESGOTO;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;3;OUTRAS DESPESAS CORRENTES;92;DESPESAS DE EXERCICIOS ANTERIORES;339092;DESPESAS DE EXERCICIOS ANTERIORES;33909239;OUTROS SERVICOS DE TERCEIROS - PJ;1;ORDINARIO;07;INEXIGIBILIDADE;CP;16/02/2017;FEV/2017;2017;070025000012017NE000157;00001540820166078100;14CT0003 - EXERCICIOS ANTERIORES. PRESTACAO DE SERVICOS DE ABASTECIMENTO    DEAGUA, COLETA DE ESGOTO SANITARIO E SERVICOS AFINS, CONFORME CONTRATO Nº 03/14.;00082024000137;COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL;1.736,76;;;;;;;;;;;;;
